#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,Accuracy,Precision,Recall,F1,threshold
300,200,1,50,20117,20117,338563,0,4453894,0,1206,0.999729299005634,,0.0,,0.376
