#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,Accuracy,Precision,Recall,F1,threshold
300,200,3,50,20117,20117,338563,67,4453993,71,969,0.9997665596731835,0.4855072463768116,0.06467181467181467,0.1141396933560477,0.376
