#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,Accuracy,Precision,Recall,F1,threshold
300,200,5,50,20117,20117,338563,519,4437824,16324,433,0.9962386927341699,0.030813988006887134,0.5451680672268907,0.05833099185164371,0.376
