#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,5,200,20117,20117,338563,206260,219431,50859,22950,0.8522342342342343,0.8021966482445871,0.8998734784695258,0.8482323694453755,0.9564004004004004,0.967392347628812,0.9394001016776817,0.9531907576571736,0.171
