#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,200,3,100,20117,20117,338563,340635,107949,33217,17699,0.8980660660660661,0.9111493318211484,0.9506075337534255,0.9304602928764002,0.9388108108108109,0.9584661237839558,0.9563363888486685,0.9574000719197844,0.1
