#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,5,150,20117,20117,338563,57496,385698,27877,28429,0.8872752752752753,0.6734681925198833,0.6691416933372127,0.6712979719553059,0.9734194194194195,0.9129938900203666,0.9311454005934718,0.9219803143822536,0.286
