#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,200,3,100,20117,20117,338563,336112,101623,47457,14308,0.8763463463463463,0.8762751942935951,0.959168997203356,0.9158502375376198,0.934026026026026,0.9654100793333714,0.9419906886604368,0.9535566103682325,0.1
