#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,5,50,20117,20117,338563,3,499412,0,85,0.9998298298298298,1.0,0.03409090909090909,0.06593406593406592,0.999947947947948,0.875,0.8369565217391305,0.8555555555555556,0.722
