#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,3,150,20117,20117,338563,6876,412213,163,80248,0.839017017017017,0.9768433016053417,0.07892199623525091,0.1460446247464503,0.969965965965966,0.8974105872090354,0.9280237388724035,0.912460466581862,0.286
