#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,3,50,20117,20117,338563,2,499405,0,93,0.9998138138138138,1.0,0.021052631578947368,0.041237113402061855,0.9999499499499499,0.8526315789473684,0.8804347826086957,0.8663101604278075,0.722
