#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,5,150,20117,20117,338563,61111,381050,30247,27092,0.8852072072072072,0.6689178834913199,0.6928449145720668,0.6806711925195338,0.9664764764764765,0.8826683899640602,0.9240830860534125,0.902901080294341,0.286
