#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,5,200,20117,20117,338563,211834,215624,50660,21382,0.8557717717717718,0.8070051124978095,0.9083167535675082,0.8546690605394284,0.959935935935936,0.9631500411635565,0.9516268429079817,0.9573537685186764,0.171
