#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,3,100,20117,20117,338563,410,490975,20,8095,0.9837537537537537,0.9534883720930233,0.048206937095825984,0.09177392277560158,0.9953673673673674,0.8740740740740741,0.8567477238676962,0.8653241764637412,0.464
