#songs,#MHfuncs,#LSHfuncs,#bands,mMH,mLSH,pMH,TP,TN,FP,FN,LSH_Accuracy,LSH_Precision,LSH_Recall,LSH_F1,MH_Accuracy,MH_Precision,MH_Recall,MH_F1,threshold
1000,600,5,100,20117,20117,338563,449,491860,34,7157,0.9856036036036036,0.9296066252587992,0.05903234288719432,0.11101495858573371,0.9954494494494495,0.9209834341309493,0.8073066728131842,0.8604065589879015,0.464
